2713,3.589036520280962
4734,4.86456748835279
5598,4.40862744905504
9545,4.340863289992017
1471,3.2272504521297787
4533,3.0
7723,3.6513000132010585
2433,3.0
9182,4.2921230765604514
2238,2.2778622144418947
3929,4.2698968741676495
2645,3.164863913493668
4659,3.0
163,3.1510702875644636
5040,3.6311279895959134
6876,2.3259566310351985
2772,2.154078880736087
9654,4.145054685543015
5893,3.885843569004216
332,3.6599437208786036
3962,4.159152241310508
9449,3.0
152,3.7495370882735406
3560,3.0
2571,3.75511590704158
3407,5.0
2075,4.359175574131975
544,5.0
9363,2.8469383797394934
5625,4.0
9937,3.831917356641824
946,4.0
1488,3.3897890573299136
2404,4.2335300863771375
8499,4.0
5192,4.205059386481162
3058,3.608564681956611
4823,4.0
4077,4.759642077128946
5199,3.7753455138185794
5871,4.0
3767,3.8588473952101694
5398,4.136151859379842
9585,3.5349857301267686
6098,5.0
9155,3.0
6335,3.868091420531056
6649,2.353200412512683
5080,2.4306309364693512
4464,2.268597206646396
1760,4.282146994696077
6215,2.5478252177601832
4089,3.852073019606036
178,4.833927646099784
4512,3.5467805155529337
9495,4.513055249962915
242,3.0
9874,3.773009612303752
9241,3.2451515777791964
2473,2.6391617725760157
1225,3.761048397390604
1211,5.0
4552,3.0
4423,4.611110652819182
198,3.6516856341608177
3333,4.134709053186718
2457,4.809024251393819
1145,3.0
7746,3.8746553324821913
2405,4.194554471633997
6520,4.0
3567,3.808250290627709
4666,5.0
3059,4.160524165258631
1261,3.8825768365776696
6314,3.0
102,4.717476706005159
4204,3.710708821293384
2342,4.737574817198016
3382,4.0
9018,3.5272264107036246
2487,2.3880192437122063
8042,4.0
7043,3.688586100471508
4197,4.0
4782,3.0
4563,3.371385562473637
2344,4.226370484598569
956,3.6614582172066674
7009,3.8133132102540617
5823,4.469769274680658
9653,4.3289494782254305
436,3.38261017900606
9826,4.107017126434062
3839,5.0
4513,3.3294388874561864
8337,3.3886263663195684
8180,4.0
5973,2.843170997798369
427,2.6843509694856227
5290,3.8885045586682505
6767,3.1800788381333733
2911,4.0
5056,4.8732616356772445
9225,4.0
7325,4.164526899671778
876,3.6866525113742776
1122,3.7665585125680168
2764,3.506067476211865
7806,3.8093798176862097
6069,3.2746369520009013
3898,4.0
1772,4.100959149575837
1988,4.485845942444293
3191,2.0
6925,3.710616154514724
9443,2.6894596878626205
9992,4.4847949508981335
5923,5.0
2887,4.804932977775963
330,4.0
3010,5.0
9282,4.0
1610,3.7561632259324838
9604,3.644496318573336
910,2.168930498547514
4790,4.52927104252967
495,3.1448753853521128
399,3.4813184566986197
2132,3.468132313094109
7380,3.272307266258263
6802,3.796244797642264
4261,3.3068284122615172
498,3.8931607868989095
3520,4.0
8130,2.7719293468410027
7184,2.7450324628995784
6765,3.803812772558025
5548,3.200929131748496
3000,3.606030194988788
6005,4.0
6636,4.847978848101876
8012,4.21300904555709
1814,4.672413748470952
3285,4.280763954971683
9242,4.111381144314606
693,3.8121025483213105
9448,4.363027702153197
6959,5.0
1955,4.662747507316396
7651,3.1307114804072187
9332,4.596649302396012
4067,3.599366594513929
7204,3.3151751325164494
4722,5.0
5017,3.1422913384608884
6653,4.0
6676,3.218292678084401
2792,3.7810541756778937
6877,4.0
8611,3.0
7745,3.645671434376669
9640,4.133420654486355
9465,4.742286163694692
9856,4.116438025527554
